"","sample","matrix","collect_date","lab_sample","sample_type","location","rec_date","anl_batch","prp_batch","extraction_code","extracted_date","analyte","dissolved","cas_number","analyte_flag","analytical_method","resultflag","repdl","units","analytical_cut","initial_wt_vol","final_vol","amount_spiked","percent_recovered","rec_limit_low","rec_limit_high","initial_conc","sample_rpd","rpd_limit_low","rpd_limit_high","rep_sig_digs","allowable_limit","analysis_group","method_order","analyte_order","analyst","loq","lod","detection_limit","lab_name","extracted_date_time","collect_time","rec_time","run_time","run_date","extracted_time","cas_no","dilution_factor","average","sample_condition","note","monitoring_location_name","monitoring_location_id","epa_analysis_id","context_code","result"
"11","1212341025MS","Water",2021-05-11,"1610044","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","=",2.5,"ug/L",1,20,50,1000,104,70,130,4.86,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"DMM",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,11:33:00,08:16:00,07:24:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1040
"12","1212341025MS","Water",2021-05-11,"1610044","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,100,105,70,130,0,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"DMM",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,11:33:00,08:16:00,07:24:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",105
"13","1212341025MS","Water",2021-05-11,"1610044","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","=",2.5,"ug/L",1,20,50,400,103,70,130,0,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"DMM",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,11:33:00,08:16:00,07:24:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",411
"14","1212341025MS","Water",2021-05-11,"1610044","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","=",0.5,"ug/L",1,20,50,1000,107,70,130,0,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DMM",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,11:33:00,08:16:00,07:24:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1070
"15","1212341025MS","Water",2021-05-11,"1610044","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,1000,104,70,130,0,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DMM",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,11:33:00,08:16:00,07:24:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1040
"16","1212341025MS","Water",2021-05-11,"1610044","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","=",5,"ug/L",1,20,50,1000,107,70,130,0,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DMM",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,11:33:00,08:16:00,07:24:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1070
"17","1212341040MS","Water",2021-05-11,"1610045","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","=",2.5,"ug/L",1,20,50,1000,103,70,130,0,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"DMM",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,07:56:00,08:16:00,07:30:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1030
"18","1212341040MS","Water",2021-05-11,"1610045","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,100,103,70,130,0,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"DMM",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,07:56:00,08:16:00,07:30:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",103
"19","1212341040MS","Water",2021-05-11,"1610045","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","=",2.5,"ug/L",1,20,50,400,99.9,70,130,0,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"DMM",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,07:56:00,08:16:00,07:30:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",400
"20","1212341040MS","Water",2021-05-11,"1610045","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","=",0.5,"ug/L",1,20,50,1000,105,70,130,0.603,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DMM",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,07:56:00,08:16:00,07:30:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1050
"21","1212341040MS","Water",2021-05-11,"1610045","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,1000,105,70,130,0.156,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DMM",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,07:56:00,08:16:00,07:30:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1050
"22","1212341040MS","Water",2021-05-11,"1610045","MS","",2021-05-12,"MMS11107","MXX34173","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","=",5,"ug/L",1,20,50,1000,105,70,130,4.36,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DMM",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,07:56:00,08:16:00,07:30:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1050
"23","1610049_MS_FOR_[MXX34174]","Water",2021-05-12,"1610050","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","=",2.5,"ug/L",1,20,50,1000,103,70,130,0,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,13:53:00,11:56:00,11:11:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1030
"24","1610049_MS_FOR_[MXX34174]","Water",2021-05-12,"1610050","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,100,104,70,130,0,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,13:53:00,11:56:00,11:11:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",104
"25","1610049_MS_FOR_[MXX34174]","Water",2021-05-12,"1610050","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","=",2.5,"ug/L",1,20,50,400,96.5,70,130,0,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,13:53:00,11:56:00,11:11:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",386
"26","1610049_MS_FOR_[MXX34174]","Water",2021-05-12,"1610050","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","=",0.5,"ug/L",1,20,50,1000,103,70,130,0,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,13:53:00,11:56:00,11:11:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1030
"27","1610049_MS_FOR_[MXX34174]","Water",2021-05-12,"1610050","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,1000,106,70,130,0,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,13:53:00,11:56:00,11:11:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1060
"28","1610049_MS_FOR_[MXX34174]","Water",2021-05-12,"1610050","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","=",5,"ug/L",1,20,50,1000,103,70,130,6.47,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,13:53:00,11:56:00,11:11:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1040
"29","1610051_MS_FOR_[MXX34174]","Water",2021-05-12,"1610052","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","=",2.5,"ug/L",1,20,50,1000,101,70,130,0,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,15:30:00,11:58:00,11:17:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1010
"30","1610051_MS_FOR_[MXX34174]","Water",2021-05-12,"1610052","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,100,103,70,130,0,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,15:30:00,11:58:00,11:17:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",103
"31","1610051_MS_FOR_[MXX34174]","Water",2021-05-12,"1610052","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","=",2.5,"ug/L",1,20,50,400,97,70,130,0,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,15:30:00,11:58:00,11:17:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",388
"32","1610051_MS_FOR_[MXX34174]","Water",2021-05-12,"1610052","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","=",0.5,"ug/L",1,20,50,1000,102,70,130,1.95,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,15:30:00,11:58:00,11:17:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1020
"33","1610051_MS_FOR_[MXX34174]","Water",2021-05-12,"1610052","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,1000,106,70,130,0.137,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,15:30:00,11:58:00,11:17:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1060
"34","1610051_MS_FOR_[MXX34174]","Water",2021-05-12,"1610052","MS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","=",5,"ug/L",1,20,50,1000,105,70,130,79.8,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,15:30:00,11:58:00,11:17:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1130
"35","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610231","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,14:09:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"36","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610231","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,14:09:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"37","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610231","CB","",2021-05-17,"WFI2930","","",NA,"Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,11,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,14:09:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"38","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610233","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:46:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"39","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610233","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:46:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"40","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610233","CB","",2021-05-17,"WFI2930","","",NA,"Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,11,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:46:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"41","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610237","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:23:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"42","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610237","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:23:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"43","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610237","CB","",2021-05-17,"WFI2930","","",NA,"Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,11,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:23:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"44","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610239","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,12:19:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"45","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610239","CB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,12:19:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"46","CB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610239","CB","",2021-05-17,"WFI2930","","",NA,"Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,11,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,12:19:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"47","CB_for_HBN_1819577_(WDA/4979)","Water",NA,"1610792","CB","",2021-05-19,"WDA4979","","",NA,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","U",0.02,"mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",NA,NA,10:14:00,18:55:00,2021-05-18,NA,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",NA
"48","CB_for_HBN_1819577_(WDA/4979)","Water",NA,"1610794","CB","",2021-05-19,"WDA4979","","",NA,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","U",0.02,"mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",NA,NA,10:15:00,19:06:00,2021-05-18,NA,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",NA
"49","CB_for_HBN_1819577_(WDA/4979)","Water",NA,"1610796","CB","",2021-05-19,"WDA4979","","",NA,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","U",0.02,"mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",NA,NA,10:15:00,19:17:00,2021-05-18,NA,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",NA
"50","CB_for_HBN_1819577_(WDA/4979)","Water",NA,"1610798","CB","",2021-05-19,"WDA4979","","",NA,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","U",0.02,"mg/L",1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",NA,NA,10:15:00,19:22:00,2021-05-18,NA,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",NA
